ASC_Name,Provider_id,NPI,City,State,Zip_code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC_6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Respiratory,ASC_7_Eye,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Gastrointestinal,ASC_7_Nervous_System,ASC_7_skin,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote,ASC_12_Encounter_Start_Date,ASC_12_Encounter_End_Date,ASC_12_RSHV_Rate
SALUBRIOUS ASC LLC,11C0001431,1770911463,WOODSTOCK,GA,30188,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,0,0,0,0,0,0,0,0,,1/1/2016,12/31/2016,81.82,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGCENTER OF PALM BEACH GARDENS,10C0001588,1770929044,PALM BEACH GARDENS,FL,33410,2016,0,,0,,0,,0,,928.57,,1/1/2016,12/31/2016,Yes,,"1,068",0,0,0,962,0,104,2,,1/1/2016,12/31/2016,29.58,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
TRI COUNTY VASCULAR CARE LLC,05C0002113,1770951915,SAN JOSE,CA,95123,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LONGS PEAK SURGERY CENTER LLC,,1770958522,LONGMONT,CO,80504,2016,0,,0,,0,,0.562,,"1,000.00",,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ADVANCED VISION SURGERY CENTER LLC,49C0001063,1770990376,WILLIAMSBURG,VA,23188,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PEAK SURGERY CENTER LLC,06C0001148,1780014068,COLORADO SPRINGS,CO,80924,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,543,0,543,0,0,0,0,0,,1/1/2016,12/31/2016,83.33,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ENDOSCOPY CENTER OF NIAGARA LLC,33C0001141,1780021188,NIAGARA FALLS,NY,14304,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,074",0,0,0,0,"5,074",0,0,,1/1/2016,12/31/2016,96.3,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,225,No Different than the National Rate,9,17.7,,1/1/2016,12/31/2016,12.5
ROSWELL EYE SURGERY CENTER LLC,11C0001445,1780075861,CUMMING,GA,30041,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,308,0,308,0,0,0,0,0,,1/1/2016,12/31/2016,91.67,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CAROLINA COAST SURGERY CENTER,42C0001087,1780076885,MURRELLS INLET,SC,29576,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"2,746",0,0,0,"1,222",0,"1,524",0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WINCHESTER ENDOSCOPY LLC,14C0001164,1780077719,LIBERTYVILLE,IL,60048,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,421",0,0,0,0,"4,421",0,0,,1/1/2016,12/31/2016,N/A,5,2016/2017,58.89,,96.58,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,556,No Different than the National Rate,8.3,16,,1/1/2016,12/31/2016,11.6
CLEARVIEW SURGERY CENTER INC,45C0001414,1780604694,SOUTHLAKE,TX,76092,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"1,650",0,"1,650",0,0,0,0,0,,1/1/2016,12/31/2016,68.29,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PROLIANCE SURGEONS INC PS,50C0001169,1780610220,PUYALLUP,WA,98374,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,231,208,3,0,0,5,0,15,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
FINDLAY SURGERY CENTER LTD,36C0001138,1780610576,FINDLAY,OH,45840,2016,0,,0,,0,,1.07,,990.29,,1/1/2016,12/31/2016,Yes,,"6,510",265,"1,780",130,"1,809","1,766",586,174,,1/1/2016,12/31/2016,62.03,,2016/2017,98.96,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,400,No Different than the National Rate,8.7,16.6,,1/1/2016,12/31/2016,12.2
LITCHFIELD HILLS SURGERY CENTER,07C0001041,1780613521,TORRINGTON,CT,6790,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,776,0,0,0,480,0,291,5,,1/1/2016,12/31/2016,77.08,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PINEY ORCHARD SURGERY CENTER LLC,21C0001185,1780618801,ODENTON,MD,21113,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,102,93,0,0,0,0,0,9,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
C AND S MEDICAL LLC,08C0001023,1780624171,NEWARK,DE,19713,2016,0,,0,,0,,0,,937.5,,1/1/2016,12/31/2016,Yes,,"1,677",22,5,0,0,0,1,"1,649",,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
AMERICAN SURGISITE CENTERS,31C0001071,1780630251,SOMERSET,NJ,8873,2016,0.382,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"5,086",0,"5,086",0,0,0,0,0,,1/1/2016,12/31/2016,9.3,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GASTROENTEROLOGY AND LIVER DISEASE MEDICAL CENTER INC,05C0001593,1780631127,FRESNO,CA,93720,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"1,152",0,0,0,0,"1,152",0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,35.42,,33.33,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,77,No Different than the National Rate,8.5,16.9,,1/1/2016,12/31/2016,12.1
MARIETTA SURGERY CENTER,36C0001144,1780649269,MARIETTA,OH,45750,2016,0,,0,,0,,0,,988.89,,1/1/2016,12/31/2016,Yes,,"1,218",0,0,0,959,0,259,0,,1/1/2016,12/31/2016,67.86,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
UNIVERSITY ENDOSCOPY CENTER,36C0001100,1780656801,CINCINNATI,OH,45242,2016,0,,0,,0,,1.397,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,525",0,0,0,0,"2,525",0,0,,1/1/2016,12/31/2016,89.74,,2016/2017,88.89,,70.52,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,359,No Different than the National Rate,9.7,18.3,,1/1/2016,12/31/2016,13.3
GLEN ENDOSCOPY CENTER LLC,14C0001112,1780658062,GLENVIEW,IL,60026,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"4,563",0,0,0,0,"4,563",0,0,,1/1/2016,12/31/2016,86.96,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,734,No Different than the National Rate,7.6,14.3,,1/1/2016,12/31/2016,10.5
BOOZMANHOF EYE SURGERY AND LASER CENTER,04C0001029,1780658245,ROGERS,AR,72756,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,777",0,"2,511",0,0,0,0,266,,1/1/2016,12/31/2016,90.91,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
JONES EYE CLINIC,16C0001003,1780661967,SIOUX CITY,IA,51104,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"3,878",0,"3,878",0,0,0,0,0,,1/1/2016,12/31/2016,88.89,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SPRINGFIELD AMBULATORY SURGICAL CENTER,39C0001066,1780664185,FLOURTOWN,PA,19031,2016,0,,0,,0,,1.751,,0,1,1/1/2016,12/31/2016,Yes,,"5,929",0,0,0,0,"5,929",0,0,,1/1/2016,12/31/2016,92.31,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,975,No Different than the National Rate,10.8,19.4,,1/1/2016,12/31/2016,14.4
LAKEWOOD SURGERY CENTER LLC,31C0001193,1780673327,LAKEWOOD,NJ,8701,2016,0,,0,,0,,0,,981.6,,1/1/2016,12/31/2016,Yes,,"2,334",0,0,0,"1,060",3,"1,268",3,,1/1/2016,12/31/2016,83.93,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BAYLOR SURGICARE AT CARROLLTON,45C0001318,1780683490,CARROLLTON,TX,75010,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"4,886",0,0,0,"1,244",0,"3,626",16,,1/1/2016,12/31/2016,98.53,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LOVELAND ENDOSCOPY CENTER LLC,06C0001094,1780683797,LOVELAND,CO,80537,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,138",0,0,0,0,"5,138",0,0,,1/1/2016,12/31/2016,97.56,,2016/2017,99.68,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,736,No Different than the National Rate,10.4,19.2,,1/1/2016,12/31/2016,13.9
TUSCARAWAS AMBULATORY SURGERY CENTER LLC,36C0001131,1780684043,DOVER,OH,44622,2016,0,,0,,0,,1.761,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"5,558",0,"1,362",189,135,"1,907","1,965",0,,1/1/2016,12/31/2016,54.17,,2016/2017,N/A,1,N/A,1,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,161,No Different than the National Rate,9.1,17.9,,1/1/2016,12/31/2016,12.7
COLLEGE HEIGHTS ENDOSCOPY CENTER LLC,39C0001134,1780686808,ALLENTOWN,PA,18104,2016,0,,0.536,,0,,1.609,,N/A,5,1/1/2016,12/31/2016,Yes,,"5,646",0,0,0,0,"5,646",0,0,,1/1/2016,12/31/2016,85.19,,2016/2017,80.21,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,1108,No Different than the National Rate,9.5,17.3,,1/1/2016,12/31/2016,12.7
POLUN AMERICAN SURGERY CENTER PC,21C0001127,1780687442,POTOMAC,MD,20854,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PAIN DIAGNOSTIC AND TREATMENT CENTER LP,05C0001481,1780689802,SACRAMENTO,CA,95816,2016,0,,0,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"1,641",0,0,0,39,0,"1,600",2,,1/1/2016,12/31/2016,95.31,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ORTHOPAEDICS SPECIALISTS SURGI CENTER LLC,08C0001024,1780691386,NEWARK,DE,19713,2016,0,,0,,0,,1.701,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"4,054",0,0,0,"1,825",0,"2,191",38,,1/1/2016,12/31/2016,94.12,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
CASCADES ENDOSCOPY CENTER LLC,21C0001475,1780699546,COLUMBIA,MD,21045,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,811",0,0,0,0,"2,811",0,0,,1/1/2016,12/31/2016,53.85,,2016/2017,80.18,,80.52,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,127,No Different than the National Rate,8.8,17.1,,1/1/2016,12/31/2016,12.3
UNION SURGERY CENTER INC,05C0001808,1780727636,BAKERSFIELD,CA,93301,2016,0,,0,,0,,0,,"1,000.00",1,1/1/2016,12/31/2016,Yes,,"4,282",0,0,0,0,"4,282",0,0,,1/1/2016,12/31/2016,61.54,,2016/2017,90.14,,90,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,215,No Different than the National Rate,8.7,16.9,,1/1/2016,12/31/2016,12.2
THE CENTER FOR SPINE PROCEDURES PC,11C0001250,1780735175,MARIETTA,GA,30060,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,484",0,0,0,50,0,"2,434",0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SURGICARE SURGICAL ASSOCIATES OF CARLSTADT LLC,31C0001236,1780737239,CARLSTADT,NJ,7072,2016,0,,0,,0,,0,,977.01,,1/1/2016,12/31/2016,Yes,,"1,832",0,0,"1,301",75,1,454,1,,1/1/2016,12/31/2016,67.74,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
GARDEN STATE ENDOSCOPY AND SURGERY CENTER,31C0001131,1780747394,KENILWORTH,NJ,7033,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"8,226",0,0,0,0,"8,226",0,0,,1/1/2016,12/31/2016,76.25,,2016/2017,53.52,,70.99,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,718,No Different than the National Rate,7.4,14.1,,1/1/2016,12/31/2016,10.3
MACKINAW SURGERY CENTER LLC,23C0001082,1780747733,SAGINAW,MI,48604,2016,0,,0,,0,,0,,995.82,,1/1/2016,12/31/2016,Yes,,"6,474",0,142,0,"1,742","2,734",0,"1,856",,1/1/2016,12/31/2016,72.16,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,246,No Different than the National Rate,8.6,16.7,,1/1/2016,12/31/2016,11.9
PREMIER SURGERY CENTER OF SANTA MARIA,05C0001801,1780752352,SANTA MARIA,CA,93454,2016,0,,0,,0,,0,,445.86,,1/1/2016,12/31/2016,Yes,,"3,774",0,"3,585",0,0,0,0,189,,1/1/2016,12/31/2016,19.44,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
ST PETERS ASC,26C0001052,1780764829,ST PETERS,MO,63376,2016,0,,0,,0,,0,,"1,000.00",,1/1/2016,12/31/2016,Yes,,793,58,20,0,449,0,258,8,,1/1/2016,12/31/2016,87.27,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EYE CARE SURGERY CENTER OF SOUTHAVEN LLC,25C0001057,1780767673,SOUTHAVEN,MS,38671,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,749,0,727,0,0,0,0,22,,1/1/2016,12/31/2016,93.75,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
EAST MISSISSIPPI ENDOSCOPY CENTER LLC,25C0001018,1780774745,MERIDIAN,MS,39301,2016,0.766,,0.766,,0,,0,,0,1,1/1/2016,12/31/2016,Yes,,"3,422",0,0,466,0,"2,956",0,0,,1/1/2016,12/31/2016,63.16,,2016/2017,98.96,,97.92,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,427,No Different than the National Rate,8.9,17.1,,1/1/2016,12/31/2016,12.3
ENCINO SURGICENTER A MEDICAL GROUP,05C0001273,1780787218,ENCINO,CA,91436,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A,5,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LINDEN SURGICAL CENTER LLC,31C0001125,1780789024,LINDEN,NJ,7036,2016,0,,0,,0,,0,,970.59,,1/1/2016,12/31/2016,Yes,,725,0,0,0,260,0,465,0,,1/1/2016,12/31/2016,36.67,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
LINDSAY HOUSE SURGERY CENTER LLC,33C0001033,1780791798,ROCHESTER,NY,14607,2016,0,1,0,1,0,1,0,1,"1,000.00",1,1/1/2016,12/31/2016,Yes,,49,0,0,0,0,0,0,49,,1/1/2016,12/31/2016,81.82,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
THE EYE SURGEONS GROUP ASC,50C0001003,1780807081,TACOMA,WA,98405,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,500",0,"1,500",0,0,0,0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,100,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
SEASIDE SURGICAL LLC,11C0001332,1780820381,BRUNSWICK,GA,31520,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,576",0,"2,576",0,0,0,0,0,,1/1/2016,12/31/2016,100,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
OLYMPIA EYE CLINIC INC PS,50C0001259,1780845826,OLYMPIA,WA,98501,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,394",0,"1,333",0,0,0,0,61,,1/1/2016,12/31/2016,93.33,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
PACIFIC CATARACT AND LASER INSTITUTE INC PC,13C0001043,1780851691,LEWISTON,ID,83501,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,207",0,"2,207",0,0,0,0,0,,1/1/2016,12/31/2016,52.63,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
NEW ORLEANS LA UPTOWN WEST BANK ENDOSCOPY ASC LLC,19C0001051,1780865634,MARRERO,LA,70072,2016,0,,0,,0,,1.063,,N/A,5,1/1/2016,12/31/2016,Yes,,"6,205",0,0,0,0,"6,205",0,0,,1/1/2016,12/31/2016,61.22,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,375,No Different than the National Rate,8.7,16.5,,1/1/2016,12/31/2016,12
SURGICAL SPECIALISTS ASC LLC,10C0001515,1780871319,FORT WALTON BEACH,FL,32547,2016,0,,0,,0,,0.531,,"1,000.00",,1/1/2016,12/31/2016,Yes,,"4,353",0,"1,019",0,"1,936",0,"1,312",86,,1/1/2016,12/31/2016,95.89,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MARTIN LUTHER KING JR AMBULATORY SURGICAL CENTER,05C0001880,1780877613,LOS ANGELES,CA,90059,2016,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,1/1/2016,12/31/2016,Yes,,"2,267",26,"1,374",68,175,581,13,30,,1/1/2016,12/31/2016,68.13,,2016/2017,66.15,,86.54,,1/1/2016,12/31/2016,84.78,,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
WESTWOOD EYE SURGICAL INSTITUTE INC,05C0001983,1780901520,LOS ANGELES,CA,90025,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,967,0,884,0,0,0,0,83,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BOGDAN SURGERY CENTER PC,31C0001297,1780917690,FREEHOLD,NJ,7728,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,356",0,0,0,0,0,"1,356",0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
MACOMB ENDOSCOPY CENTER PLC,23C0001119,1780923128,MACOMB,MI,48044,2016,0,,0,,0,,0.985,,0,1,1/1/2016,12/31/2016,Yes,,"6,036",0,0,0,0,"6,036",0,0,,1/1/2016,12/31/2016,100,,2016/2017,97.14,,95.19,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,403,No Different than the National Rate,9.2,17.7,,1/1/2016,12/31/2016,12.5
QUEENS ENDOSCOPY ASC LLC,33C0001139,1780935528,FRESH MEADOWS,NY,11366,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"13,543",0,0,0,0,"13,543",0,0,,1/1/2016,12/31/2016,90.28,,2016/2017,85.68,,79.64,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,642,No Different than the National Rate,7.8,14.7,,1/1/2016,12/31/2016,10.7
LANCASTER SURGERY CENTER INC,36C0001273,1780958207,LANCASTER,OH,43130,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,894,0,894,0,0,0,0,0,,1/1/2016,12/31/2016,23.08,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
COLUMBIA RIVER SURGERY CENTER LLC,38C0001103,1780959007,PORTLAND,OR,97220,2016,0,,0,,0,,0,,956.52,,1/1/2016,12/31/2016,Yes,,797,0,0,0,615,39,139,4,,1/1/2016,12/31/2016,79.75,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BAPTIST PLAZA SURGICARE LP,44C0001025,1780964866,NASHVILLE,TN,37203,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,538",0,0,0,0,"2,538",0,0,,1/1/2016,12/31/2016,100,,2016/2017,100,,100,,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,347,No Different than the National Rate,9.3,17.9,,1/1/2016,12/31/2016,12.8
SOAR SURGERY CENTER LLC,05C0001960,1790005304,BURLINGAME,CA,94010,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"2,261",0,0,0,"2,153",0,108,0,,1/1/2016,12/31/2016,73.68,,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
BAY SURGERY CENTERS  WALDORF LLC,21C0001529,1790062636,WALDORF,MD,20601,2016,0,,0,,0,,0,,N/A,5,1/1/2016,12/31/2016,Yes,,"1,518",0,0,0,"1,518",0,0,0,,1/1/2016,12/31/2016,N/A,1,2016/2017,N/A,5,N/A,5,1/1/2016,12/31/2016,N/A,5,1/1/2016,12/31/2016,N/A,N/A,N/A,N/A,5,1/1/2016,12/31/2016,N/A
